,year,overall,rural,urban,geo,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,unmember,world_bank_region,income_groups
3398,2014,0.783,0.716,0.918,vnm,Vietnam,asia,east_asia_pacific,east_asia_pacific,g77,16.16667,107.83333,20/09/1977,East Asia & Pacific,Lower middle income
1310,2014,0.782,0.716,0.838,hnd,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income
1660,2004,0.782,,,lbn,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
1947,2003,0.782,0.581,0.847,mex,Mexico,americas,america_north,america,oecd,19.42847,-99.12766,07/11/1945,Latin America & Caribbean,Upper middle income
188,2008,0.781,0.711,0.844,aze,Azerbaijan,europe,europe_east,europe_central_asia,others,40.5,47.5,02/03/1992,Europe & Central Asia,Upper middle income
883,2001,0.781,0.714,0.82,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
654,2006,0.78,0.585,0.841,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
2060,2008,0.78,0.629,0.894,mar,Morocco,africa,africa_north,middle_east_north_africa,g77,32,-6,12/11/1956,Middle East & North Africa,Lower middle income
2260,2010,0.78,0.691,0.839,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
875,2011,0.779,,,dma,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
876,2012,0.779,,,dma,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
877,2013,0.779,,,dma,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
878,2014,0.779,,,dma,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
879,2015,0.779,,,dma,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
882,2000,0.778,0.713,0.818,dom,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
2922,2006,0.778,,,vct,St. Vincent and the Grenadines,americas,america_north,america,g77,13.08333,-61.2,16/09/1980,Latin America & Caribbean,Upper middle income
3151,2001,0.778,0.497,0.937,tun,Tunisia,africa,africa_north,middle_east_north_africa,g77,34,9,12/11/1956,Middle East & North Africa,Lower middle income
2400,2006,0.777,0.63,0.883,pry,Paraguay,americas,america_south,america,g77,-23.33333,-58,24/10/1945,Latin America & Caribbean,Upper middle income
419,2005,0.776,0.431,0.847,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
1411,2007,0.776,0.666,0.826,irq,Iraq,asia,asia_west,middle_east_north_africa,g77,33,44,21/12/1945,Middle East & North Africa,Upper middle income
1838,2002,0.776,0.709,0.932,mdv,Maldives,asia,asia_west,south_asia,g77,3.2,73,21/09/1965,South Asia,Upper middle income
2510,2008,0.775,0.587,0.937,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
413,2017,0.773,0.506,0.894,bwa,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
2259,2009,0.773,0.686,0.831,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
907,2007,0.772,0.66,0.84,ecu,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
1309,2013,0.772,0.702,0.832,hnd,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income
1946,2002,0.772,0.563,0.84,mex,Mexico,americas,america_north,america,oecd,19.42847,-99.12766,07/11/1945,Latin America & Caribbean,Upper middle income
3150,2000,0.771,0.484,0.936,tun,Tunisia,africa,africa_north,middle_east_north_africa,g77,34,9,12/11/1956,Middle East & North Africa,Lower middle income
653,2005,0.77,0.57,0.833,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
2370,2012,0.77,0.587,0.865,pan,Panama,americas,america_north,america,g77,8.9936,-79.51973,13/11/1945,Latin America & Caribbean,Upper middle income
642,2012,0.768,0.66,0.869,chn,China,asia,east_asia_pacific,east_asia_pacific,g77,35,105,24/10/1945,East Asia & Pacific,Upper middle income
2509,2007,0.767,0.573,0.936,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
2921,2005,0.767,,,vct,St. Vincent and the Grenadines,americas,america_north,america,g77,13.08333,-61.2,16/09/1980,Latin America & Caribbean,Upper middle income
418,2004,0.766,0.417,0.84,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
874,2010,0.766,,,dma,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
1659,2003,0.766,,,lbn,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
2258,2008,0.766,0.682,0.822,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2399,2005,0.765,0.612,0.878,pry,Paraguay,americas,america_south,america,g77,-23.33333,-58,24/10/1945,Latin America & Caribbean,Upper middle income
2447,2017,0.765,0.748,0.785,phl,Philippines,asia,east_asia_pacific,east_asia_pacific,g77,13,122,24/10/1945,East Asia & Pacific,Lower middle income
3397,2013,0.765,0.696,0.909,vnm,Vietnam,asia,east_asia_pacific,east_asia_pacific,g77,16.16667,107.83333,20/09/1977,East Asia & Pacific,Lower middle income
2059,2007,0.764,0.608,0.885,mar,Morocco,africa,africa_north,middle_east_north_africa,g77,32,-6,12/11/1956,Middle East & North Africa,Lower middle income
1997,2017,0.763,0.689,0.862,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
1308,2012,0.762,0.688,0.826,hnd,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income
1945,2001,0.762,0.545,0.834,mex,Mexico,americas,america_north,america,oecd,19.42847,-99.12766,07/11/1945,Latin America & Caribbean,Upper middle income
412,2016,0.76,0.497,0.884,bwa,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
906,2006,0.76,0.643,0.833,ecu,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
1410,2006,0.76,0.647,0.812,irq,Iraq,asia,asia_west,middle_east_north_africa,g77,33,44,21/12/1945,Middle East & North Africa,Upper middle income
187,2007,0.759,0.687,0.824,aze,Azerbaijan,europe,europe_east,europe_central_asia,others,40.5,47.5,02/03/1992,Europe & Central Asia,Upper middle income
652,2004,0.759,0.554,0.825,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
2257,2007,0.759,0.677,0.814,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2508,2006,0.759,0.559,0.934,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
1996,2016,0.758,0.682,0.861,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
417,2003,0.757,0.403,0.834,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
1837,2001,0.757,0.687,0.928,mdv,Maldives,asia,asia_west,south_asia,g77,3.2,73,21/09/1965,South Asia,Upper middle income
2807,2017,0.757,0.747,0.763,zaf,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,07/11/1945,Sub-Saharan Africa,Upper middle income
2369,2011,0.756,0.575,0.852,pan,Panama,americas,america_north,america,g77,8.9936,-79.51973,13/11/1945,Latin America & Caribbean,Upper middle income
1974,2012,0.755,,,fsm,"Micronesia, Fed. Sts.",asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,17/09/1991,East Asia & Pacific,Lower middle income
1983,2003,0.755,0.647,0.896,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
2920,2004,0.755,,,vct,St. Vincent and the Grenadines,americas,america_north,america,g77,13.08333,-61.2,16/09/1980,Latin America & Caribbean,Upper middle income
873,2009,0.754,,,dma,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
1984,2004,0.754,0.65,0.893,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
1985,2005,0.754,0.652,0.889,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
1995,2015,0.754,0.675,0.859,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
2446,2016,0.754,0.731,0.78,phl,Philippines,asia,east_asia_pacific,east_asia_pacific,g77,13,122,24/10/1945,East Asia & Pacific,Lower middle income
1986,2006,0.753,0.655,0.886,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
1987,2007,0.753,0.657,0.882,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
1988,2008,0.753,0.659,0.879,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
2398,2004,0.753,0.593,0.873,pry,Paraguay,americas,america_south,america,g77,-23.33333,-58,24/10/1945,Latin America & Caribbean,Upper middle income
641,2011,0.752,0.641,0.861,chn,China,asia,east_asia_pacific,east_asia_pacific,g77,35,105,24/10/1945,East Asia & Pacific,Upper middle income
1944,2000,0.752,0.527,0.828,mex,Mexico,americas,america_north,america,oecd,19.42847,-99.12766,07/11/1945,Latin America & Caribbean,Upper middle income
1989,2009,0.752,0.661,0.875,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
1990,2010,0.752,0.662,0.872,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
2252,2002,0.752,0.673,0.806,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2253,2003,0.752,0.673,0.806,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2254,2004,0.752,0.673,0.806,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2255,2005,0.752,0.673,0.806,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
2256,2006,0.752,0.673,0.806,prk,North Korea,asia,east_asia_pacific,east_asia_pacific,g77,40,127,17/09/1991,East Asia & Pacific,Low income
1307,2011,0.751,0.675,0.82,hnd,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income
1656,2000,0.751,,,lbn,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
1657,2001,0.751,,,lbn,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
1658,2002,0.751,,,lbn,Lebanon,asia,asia_west,middle_east_north_africa,g77,33.83333,35.83333,24/10/1945,Middle East & North Africa,Upper middle income
1982,2002,0.751,0.64,0.894,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
1991,2011,0.751,0.664,0.868,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
2507,2005,0.751,0.545,0.932,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
1992,2012,0.75,0.666,0.865,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
1993,2013,0.75,0.667,0.861,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
2503,2001,0.75,0.545,0.932,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
2505,2003,0.75,0.545,0.932,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
2506,2004,0.75,0.545,0.932,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
905,2005,0.749,0.626,0.826,ecu,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
1994,2014,0.749,0.668,0.858,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
2504,2002,0.749,0.545,0.932,rou,Romania,europe,europe_east,europe_central_asia,others,46,25,14/12/1955,Europe & Central Asia,Upper middle income
411,2015,0.748,0.488,0.875,bwa,Botswana,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,24,17/10/1966,Sub-Saharan Africa,Upper middle income
416,2002,0.748,0.389,0.827,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
651,2003,0.748,0.539,0.817,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
2058,2006,0.748,0.587,0.877,mar,Morocco,africa,africa_north,middle_east_north_africa,g77,32,-6,12/11/1956,Middle East & North Africa,Lower middle income
2806,2016,0.748,0.726,0.76,zaf,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,07/11/1945,Sub-Saharan Africa,Upper middle income
1981,2001,0.747,0.632,0.893,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
3396,2012,0.747,0.675,0.9,vnm,Vietnam,asia,east_asia_pacific,east_asia_pacific,g77,16.16667,107.83333,20/09/1977,East Asia & Pacific,Lower middle income
1637,2017,0.745,0.635,0.954,lao,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
1409,2005,0.744,0.627,0.798,irq,Iraq,asia,asia_west,middle_east_north_africa,g77,33,44,21/12/1945,Middle East & North Africa,Upper middle income
2212,2016,0.744,0.615,0.837,nic,Nicaragua,americas,america_north,america,g77,13,-85,24/10/1945,Latin America & Caribbean,Lower middle income
2213,2017,0.744,0.615,0.837,nic,Nicaragua,americas,america_north,america,g77,13,-85,24/10/1945,Latin America & Caribbean,Lower middle income
1980,2000,0.743,0.624,0.891,mda,Moldova,europe,europe_east,europe_central_asia,others,47.25,28.58333,02/03/1992,Europe & Central Asia,Lower middle income
2429,2017,0.743,0.561,0.796,per,Peru,americas,america_south,america,g77,-10,-75.25,31/10/1945,Latin America & Caribbean,Upper middle income
2445,2015,0.743,0.715,0.775,phl,Philippines,asia,east_asia_pacific,east_asia_pacific,g77,13,122,24/10/1945,East Asia & Pacific,Lower middle income
2919,2003,0.743,,,vct,St. Vincent and the Grenadines,americas,america_north,america,g77,13.08333,-61.2,16/09/1980,Latin America & Caribbean,Upper middle income
2368,2010,0.742,0.563,0.838,pan,Panama,americas,america_north,america,g77,8.9936,-79.51973,13/11/1945,Latin America & Caribbean,Upper middle income
2397,2003,0.742,0.575,0.867,pry,Paraguay,americas,america_south,america,g77,-23.33333,-58,24/10/1945,Latin America & Caribbean,Upper middle income
872,2008,0.741,,,dma,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
1306,2010,0.741,0.661,0.815,hnd,Honduras,americas,america_north,america,g77,15,-86.5,17/12/1945,Latin America & Caribbean,Lower middle income
575,2017,0.739,0.624,0.8,cpv,Cape Verde,africa,africa_sub_saharan,sub_saharan_africa,g77,16,-24,16/09/1975,Sub-Saharan Africa,Lower middle income
2805,2015,0.739,0.706,0.757,zaf,South Africa,africa,africa_sub_saharan,sub_saharan_africa,g77,-29,24,07/11/1945,Sub-Saharan Africa,Upper middle income
186,2006,0.738,0.663,0.805,aze,Azerbaijan,europe,europe_east,europe_central_asia,others,40.5,47.5,02/03/1992,Europe & Central Asia,Upper middle income
415,2001,0.738,0.374,0.821,bra,Brazil,americas,america_south,america,g77,-10,-55,24/10/1945,Latin America & Caribbean,Upper middle income
904,2004,0.738,0.609,0.818,ecu,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
1836,2000,0.738,0.666,0.925,mdv,Maldives,asia,asia_west,south_asia,g77,3.2,73,21/09/1965,South Asia,Upper middle income
2428,2016,0.738,0.545,0.794,per,Peru,americas,america_south,america,g77,-10,-75.25,31/10/1945,Latin America & Caribbean,Upper middle income
650,2002,0.737,0.524,0.809,col,Colombia,americas,america_south,america,g77,4,-73.25,05/11/1945,Latin America & Caribbean,Upper middle income
640,2010,0.735,0.621,0.853,chn,China,asia,east_asia_pacific,east_asia_pacific,g77,35,105,24/10/1945,East Asia & Pacific,Upper middle income
